topicId,date,frequency
Endoscopy,-3,2
Endoscopy,-5,2
Endoscopy,-6,1
Endoscopy,-7,3
Endoscopy,-8,3
Endoscopy,-9,1
Endoscopy,-10,5
Endoscopy,-11,3
Endoscopy,-12,2
Enema,-1,1
Enema,-2,1
Enema,-3,1
Enema,-8,1
Enema,-9,2
Enema,-10,1
Enema,-11,1
Enema,-12,1
Eosinophilic Esophagitis,-10,1
Epidermal Cyst,-7,1
Epididymitis,-5,1
Epididymitis,-6,2
Epididymitis,-8,1
Epididymitis,-9,1
Epididymitis,-10,1
Epidural,-1,2
Epidural,-3,2
Epidural,-7,1
Epidural,-9,1
Epidural,-10,2
Epidural,-11,2
Epiglottitis,-8,1
Epilepsy,-1,1
Epilepsy,-6,1
Epilepsy,-7,2
Epilepsy,-8,1
Epilepsy,-10,2
Epilepsy,-11,3
Epilepsy,-12,1
Epinephrine,-7,1
Epistaxis,-1,2
Epistaxis,-2,1
Epistaxis,-3,1
Epistaxis,-7,2
Epistaxis,-9,1
Epistaxis,-10,1
Epistaxis,-12,4
Erectile Dysfunction,-1,3
Erectile Dysfunction,-2,5
Erectile Dysfunction,-3,3
Erectile Dysfunction,-4,2
Erectile Dysfunction,-5,1
Erectile Dysfunction,-6,2
Erectile Dysfunction,-7,1
Erectile Dysfunction,-8,4
Erectile Dysfunction,-9,5
Erectile Dysfunction,-10,6
Erectile Dysfunction,-11,3
Erectile Dysfunction,-12,3
Erection,-1,13
Erection,-2,16
Erection,-3,13
Erection,-4,11
Erection,-5,7
Erection,-6,10
Erection,-7,15
Erection,-8,8
Erection,-9,15
Erection,-10,17
Erection,-11,15
Erection,-12,14
Erosion,-1,1
Erosion,-2,1
Erosion,-5,1
Erosion,-8,1
Erosion,-10,1
Erythema,-11,1
Erythema Nodosum,-12,1
Esophageal Spasm,-3,1
Esophageal Spasm,-7,1
Esophageal Spasm,-9,1
Esophagogastroduodenoscopy,-12,1
Esophagus,-2,1
Esophagus,-3,2
Esophagus,-4,1
Esophagus,-5,1
Esophagus,-7,1
Esophagus,-9,1
Esophagus,-10,3
Esophagus,-12,1
Essential Hypertension,-3,1
Essential Tremor,-6,1
Essential Tremor,-7,1
Essential Tremor,-11,1
Essential Tremor,-12,1
Estrogen,-1,1
Estrogen,-2,2
Estrogen,-3,4
Estrogen,-4,1
Estrogen,-6,4
Estrogen,-7,4
Estrogen,-8,7
Estrogen,-9,3
Estrogen,-10,3
Estrogen,-11,2
Estrogen,-12,4
Exercise,-1,14
Exercise,-2,29
Exercise,-3,35
Exercise,-4,14
Exercise,-5,22
Exercise,-6,37
Exercise,-7,29
Exercise,-8,17
Exercise,-9,14
Exercise,-10,49
Exercise,-11,42
Exercise,-12,39
Exercise Stress Test,-1,1
Exercise Stress Test,-2,2
Exercise Stress Test,-4,1
Exercise Stress Test,-6,2
Exercise Stress Test,-8,1
Exercise Stress Test,-9,2
Exercise Stress Test,-10,4
Exercise Stress Test,-11,5
Exercise Stress Test,-12,1
Exposure,-1,4
Exposure,-2,2
Exposure,-3,3
Exposure,-4,2
Exposure,-5,1
Exposure,-6,3
Exposure,-7,5
Exposure,-8,5
Exposure,-9,4
Exposure,-10,2
Exposure,-11,2
Exposure,-12,2
Eye Allergy,-10,1
Eye Socket,-1,2
Eye Socket,-8,1
Eyeball,-1,1
Eyeball,-2,1
Eyeball,-3,2
Eyeball,-4,2
Eyeball,-10,3
Eyeball,-11,1
Eyebrow,-2,4
Eyebrow,-3,1
Eyebrow,-5,1
Eyebrow,-10,4
Eyebrow,-11,2
Eyebrow,-12,2
Eyelid,-1,3
Eyelid,-3,7
Eyelid,-4,2
Eyelid,-5,2
Eyelid,-6,2
Eyelid,-7,3
Eyelid,-8,1
Eyelid,-9,2
Eyelid,-10,3
Eyelid,-11,4
Eyelid,-12,4
Eyes,-1,32
Eyes,-2,41
Eyes,-3,28
Eyes,-4,21
Eyes,-5,19
Eyes,-6,19
Eyes,-7,37
Eyes,-8,34
Eyes,-9,19
Eyes,-10,69
Eyes,-11,42
Eyes,-12,43
Facial Paralysis,-3,1
Facial Paralysis,-5,1
Failure To Thrive,-7,1
Fainting,-4,1
Fallopian Tube,-1,2
Fallopian Tube,-3,1
Fallopian Tube,-6,2
Fallopian Tube,-7,1
Fallopian Tube,-8,1
Fallopian Tube,-10,1
Fallopian Tube,-12,1
Familial Combined Hyperlipidemia,-11,1
Family,-1,21
Family,-2,18
Family,-3,19
Family,-4,17
Family,-5,7
Family,-6,13
Family,-7,9
Family,-8,15
Family,-9,8
Family,-10,17
Family,-11,23
Family,-12,14
Fasciitis,-7,1
Fasciitis,-12,1
Fasciotomy,-5,1
Fast Food,-1,1
Fast Food,-3,2
Fast Food,-5,1
Fast Food,-6,1
Fast Food,-8,1
Fatigue,-1,8
Fatigue,-2,10
Fatigue,-3,10
Fatigue,-4,5
Fatigue,-5,3
Fatigue,-6,10
Fatigue,-7,13
Fatigue,-8,11
Fatigue,-9,3
Fatigue,-10,22
Fatigue,-11,13
Fatigue,-12,14
Fatty Liver Disease,-3,1
Fatty Liver Disease,-5,1
Fatty Liver Disease,-7,1
Fatty Liver Disease,-8,1
Fatty Liver Disease,-9,2
Fatty Liver Disease,-10,1
Fatty Liver Disease,-11,2
Fatty Liver Disease,-12,1
Fear,-1,10
Fear,-2,22
Fear,-3,7
Fear,-4,12
Fear,-5,17
Fear,-6,11
Fear,-7,20
Fear,-8,10
Fear,-9,7
Fear,-10,24
Fear,-11,27
Fear,-12,11
Fecal Incontinence,-3,1
Fecal Incontinence,-5,1
Feeding,-1,3
Feeding,-2,2
Feeding,-3,8
Feeding,-4,5
Feeding,-5,3
Feeding,-6,5
Feeding,-7,6
Feeding,-8,2
Feeding,-9,8
Feeding,-10,8
Feeding,-11,7
Feeding,-12,6
Femur,-1,1
Femur,-2,2
Femur,-5,2
Femur,-6,1
Femur,-10,4
Fertility,-1,6
Fertility,-2,3
Fertility,-3,3
Fertility,-4,5
Fertility,-5,5
Fertility,-6,8
Fertility,-7,2
Fertility,-8,9
Fertility,-9,5
Fertility,-10,14
Fertility,-11,10
Fertility,-12,5
Feta Cheese,-3,1
Fetus,-1,1
Fetus,-2,2
Fetus,-3,2
Fetus,-4,1
Fetus,-7,1
Fetus,-8,3
Fetus,-9,1
Fetus,-10,2
Fetus,-11,3
Fever,-1,27
Fever,-2,34
Fever,-3,24
Fever,-4,24
Fever,-5,18
Fever,-6,21
Fever,-7,17
Fever,-8,22
Fever,-9,5
Fever,-10,37
Fever,-11,35
Fever,-12,43
Fever Blister,-1,2
Fever Blister,-7,1
Fever Blister,-12,1
Fiber,-1,2
Fiber,-2,3
Fiber,-3,1
Fiber,-4,1
Fiber,-5,4
Fiber,-6,2
Fiber,-7,4
Fiber,-8,1
Fiber,-9,2
Fiber,-10,2
Fiber,-11,1
Fiber,-12,2
Fibromyalgia,-1,3
Fibromyalgia,-2,6
Fibromyalgia,-3,3
Fibromyalgia,-4,2
Fibromyalgia,-5,2
Fibromyalgia,-6,8
Fibromyalgia,-7,5
Fibromyalgia,-8,1
Fibromyalgia,-9,15
Fibromyalgia,-10,9
Fibromyalgia,-11,6
Fibromyalgia,-12,3
Fibrosis,-1,1
Fibrosis,-5,1
Fifth Disease,-1,1
Fig,-7,1
Fine Needle Aspiration,-6,1
Fine Needle Aspiration,-8,1
Finger,-1,21
Finger,-2,13
Finger,-3,15
Finger,-4,14
Finger,-5,11
Finger,-6,17
Finger,-7,17
Finger,-8,19
Finger,-9,17
Finger,-10,28
Finger,-11,27
Finger,-12,26
Fingernail,-1,4
Fingernail,-2,3
Fingernail,-3,1
Fingernail,-4,4
Fingernail,-6,1
Fingernail,-8,3
Fingernail,-9,1
Fingernail,-10,1
Fingernail,-12,1
First Aid,-2,1
First Aid,-6,1
First Aid,-7,1
First Trimester,-1,1
First Trimester,-3,2
First Trimester,-5,2
First Trimester,-8,1
First Trimester,-9,1
First Trimester,-10,1
First Trimester,-11,2
Fish,-1,5
Fish,-2,5
Fish,-3,4
Fish,-4,2
Fish,-5,1
Fish,-8,3
Fish,-9,1
Fish,-10,8
Fish,-11,5
Fish,-12,5
Fissure,-8,1
Fistula,-3,1
Fistula,-5,1
Fistula,-11,2
Fistula,-12,1
Fitness,-3,3
Fitness,-5,1
Fitness,-7,2
Fitness,-8,2
Fitness,-9,1
Flashback,-10,1
Flashback,-12,1
Flat Feet,-1,1
Flat Feet,-4,1
Flat Feet,-12,2
Flatulence,-1,4
Flatulence,-2,2
Flatulence,-3,6
Flatulence,-4,2
Flatulence,-6,7
Flatulence,-7,4
Flatulence,-8,3
Flatulence,-10,1
Flatulence,-12,6
Florida,-8,1
Florida,-9,1
Florida,-10,1
Flour,-2,1
Flour,-3,1
Flour,-5,1
Flour,-10,1
Flour,-12,1
Flu,-1,39
Flu,-2,14
Flu,-3,5
Flu,-4,3
Flu,-5,1
Flu,-6,1
Flu,-7,2
Flu,-8,3
Flu,-9,16
Flu,-10,33
Flu,-11,28
Flu,-12,31
Folic Acid,-1,1
Folic Acid,-2,1
Folic Acid,-6,1
Folic Acid,-9,1
Folic Acid,-10,2
Folic Acid,-11,3
Folic Acid,-12,2
Folliculitis,-1,1
Folliculitis,-2,1
Folliculitis,-5,1
Food,-1,34
Food,-2,23
Food,-3,30
Food,-4,31
Food,-5,15
Food,-6,32
Food,-7,40
Food,-8,28
Food,-9,30
Food,-10,53
Food,-11,49
Food,-12,42
Food Allergy,-6,3
Food Allergy,-7,1
Food Allergy,-8,1
Food Allergy,-10,1
Food Allergy,-12,1
Food Poisoning,-8,2
Food Poisoning,-9,1
Food Poisoning,-10,3
Food Poisoning,-11,1
Food Poisoning,-12,1
Foot,-1,18
Foot,-2,29
Foot,-3,38
Foot,-4,17
Foot,-5,18
Foot,-6,25
Foot,-7,41
Foot,-8,23
Foot,-9,25
Foot,-10,44
Foot,-11,38
Foot,-12,50
Forearm,-1,1
Forearm,-2,4
Forearm,-3,2
Forearm,-4,1
Forearm,-5,1
Forearm,-6,7
Forearm,-7,7
Forearm,-8,2
Forearm,-9,1
Forearm,-10,7
Forearm,-11,3
Forehead,-1,2
Forehead,-2,2
Forehead,-3,1
Forehead,-4,1
Forehead,-5,2
Forehead,-6,1
Forehead,-7,3
Forehead,-8,8
Forehead,-9,1
Forehead,-10,4
Forehead,-11,6
Forehead,-12,5
Foreskin,-1,5
Foreskin,-2,1
Foreskin,-3,3
Foreskin,-4,4
Foreskin,-5,2
Foreskin,-6,6
Foreskin,-7,3
Foreskin,-8,6
Foreskin,-9,7
Foreskin,-10,6
Foreskin,-11,7
Foreskin,-12,6
Foreskin Restoration,-3,1
Foreskin Restoration,-6,1
Forgetfulness,-1,2
Forgetfulness,-3,1
Forgetfulness,-4,1
Forgetfulness,-8,1
Forgetfulness,-9,2
Forgetfulness,-10,2
Forgetfulness,-11,1
Fracture,-1,8
Fracture,-2,6
Fracture,-3,6
Fracture,-4,2
Fracture,-5,3
Fracture,-6,5
Fracture,-7,8
Fracture,-8,6
Fracture,-9,2
Fracture,-10,11
Fracture,-11,9
Fracture,-12,7
Freckle,-2,1
Freckle,-4,1
Freckle,-12,1
Fried Chicken,-6,1
Frostbite,-11,1
Frostbite,-12,1
Frozen Yogurt,-2,1
Fruit,-1,3
Fruit,-2,8
Fruit,-3,5
Fruit,-4,10
Fruit,-5,4
Fruit,-6,2
Fruit,-7,5
Fruit,-8,4
Fruit,-9,5
Fruit,-10,6
Fruit,-11,5
Fruit,-12,2
Fudge,-2,1
Furuncle,-4,1
Fuzziness,-2,2
Fuzziness,-3,1
Fuzziness,-7,1
Fuzziness,-8,1
Fuzziness,-11,1
Gallbladder,-1,2
Gallbladder,-2,2
Gallbladder,-3,2
Gallbladder,-4,1
Gallbladder,-5,1
Gallbladder,-6,3
Gallbladder,-7,2
Gallbladder,-10,4
Gallbladder,-11,5
Gallbladder,-12,5
Gallbladder Cancer,-10,1
Gallbladder Disease,-5,1
Gallbladder Removal,-4,1
Gallbladder Removal,-5,2
Gallbladder Removal,-8,1
Gallbladder Removal,-10,1
Gallbladder Removal,-11,1
Gallbladder Removal,-12,1
Gallstone,-1,2
Gallstone,-2,3
Gallstone,-3,1
Gallstone,-4,5
Gallstone,-9,1
Gallstone,-10,4
Gallstone,-11,3
Gallstone,-12,3
Ganglion,-1,1
Ganglion Cyst,-4,1
Garlic,-1,2
Garlic,-2,1
Garlic,-5,1
Garlic,-6,2
Garlic,-7,3
Garlic,-10,1
Garlic,-11,1
Garlic,-12,1
Gasoline,-1,1
Gasoline,-9,1
Gastric Bypass Surgery,-2,2
Gastric Bypass Surgery,-3,4
Gastric Bypass Surgery,-4,1
Gastric Bypass Surgery,-5,1
Gastric Bypass Surgery,-6,2
Gastric Bypass Surgery,-8,2
Gastric Bypass Surgery,-9,1
Gastric Bypass Surgery,-10,7
Gastric Bypass Surgery,-11,3
Gastric Bypass Surgery,-12,3
Gastritis,-2,1
Gastritis,-4,2
Gastritis,-5,1
Gastritis,-6,3
Gastritis,-7,2
Gastritis,-8,2
Gastritis,-9,1
Gastritis,-10,1
Gastritis,-12,1
Gastroenteritis,-2,1
Gastroenteritis,-4,3
Gastroenteritis,-6,1
Gastroenteritis,-9,1
Gastroenteritis,-10,1
Gastroenteritis,-12,5
Gastroparesis,-5,1
Gastroparesis,-7,1
Gastroparesis,-11,1
Gender,-1,2
Gender,-2,1
Gender,-5,1
Gender,-8,1
Gender,-9,2
Gender,-10,1
Gender,-11,2
Gender,-12,1
General Anesthesia,-6,2
General Anesthesia,-10,1
Generalized Epilepsy,-1,1
Genetic Disorder,-6,1
Genetic Testing,-4,1
Genetic Testing,-10,1
Genital Herpes,-1,8
Genital Herpes,-2,7
Genital Herpes,-3,6
Genital Herpes,-4,3
Genital Herpes,-5,9
Genital Herpes,-6,11
Genital Herpes,-7,3
Genital Herpes,-8,10
Genital Herpes,-9,1
Genital Herpes,-10,7
Genital Herpes,-11,14
Genital Herpes,-12,3
Genital Wart,-2,1
Genital Wart,-3,1
Genital Wart,-7,1
Genital Wart,-11,1
Genitalia,-1,4
Genitalia,-2,4
Genitalia,-3,2
Genitalia,-5,1
Genitalia,-6,4
Genitalia,-7,4
Genitalia,-8,4
Genitalia,-9,3
Genitalia,-10,3
Genitalia,-11,6
Genitalia,-12,6
Geographic Tongue,-5,1
Georgia,-8,1
Gestational Diabetes,-3,1
Gestational Diabetes,-8,2
Gestational Diabetes,-9,1
Gestational Diabetes,-11,2
Giddiness,-11,2
Ginger,-4,1
Ginger,-7,1
Ginger,-11,2
Ginger,-12,2
Gingivitis,-11,1
Glaucoma,-3,1
Glaucoma,-8,1
Glaucoma,-9,1
Glaucoma,-11,2
Glycerin,-2,1
Glycerin,-6,2
Glycerin,-8,1
Goiter,-2,2
Goiter,-12,2
Gonorrhea,-2,1
Gonorrhea,-3,1
Gonorrhea,-4,1
Gonorrhea,-5,4
Gonorrhea,-7,1
Gonorrhea,-8,2
Gonorrhea,-9,1
Gonorrhea,-10,2
Gonorrhea,-11,2
Gonorrhea,-12,2
Gout,-2,4
Gout,-5,1
Gout,-6,1
Gout,-7,2
Gout,-8,1
Gout,-9,4
Gout,-10,2
Gout,-12,2
Graft,-6,2
Graft,-9,1
Graft,-12,2
Grains,-3,4
Grains,-11,1
Granuloma Annulare,-10,1
Grape,-1,1
Grape,-2,1
Grape,-11,1
Grapefruit,-3,1
Grapefruit,-5,1
Grapefruit,-9,3
Grapefruit,-10,1
Grapefruit,-11,1
Grapefruit,-12,3
Graves Disease,-6,1
Grayness,-2,1
Grayness,-3,1
Grayness,-6,1
Grayness,-7,1
Grayness,-8,2
Grayness,-9,2
Grayness,-12,1
Grief,-1,2
Grief,-2,2
Grief,-3,2
Grief,-5,1
Grief,-6,1
Grief,-7,1
Grief,-8,4
Grief,-9,2
Grief,-10,4
Grief,-11,4
Grief,-12,5
Grip,-3,2
Grip,-6,1
Grip,-8,1
Grip,-10,1
Grip,-12,2
Growth Hormone Deficiency,-2,1
Gynecomastia,-2,1
Gynecomastia,-3,1
Gynecomastia,-4,1
Gynecomastia,-12,1
H. Pylori,-2,1
H. Pylori,-6,1
H. Pylori,-7,2
H. Pylori,-8,1
H. Pylori,-10,2
H. Pylori,-12,2
HIV,-1,9
HIV,-2,5
HIV,-3,2
HIV,-4,3
HIV,-5,5
HIV,-6,3
HIV,-7,8
HIV,-8,7
HIV,-9,7
HIV,-10,8
HIV,-11,5
HIV,-12,2
HIV Test,-1,1
HIV Test,-5,1
HIV Test,-7,1
HIV Test,-10,1
Hair,-1,10
Hair,-2,16
Hair,-3,19
Hair,-4,17
Hair,-5,10
Hair,-6,12
Hair,-7,28
Hair,-8,21
Hair,-9,22
Hair,-10,41
Hair,-11,22
Hair,-12,30
Hair Loss,-1,1
Hair Loss,-2,1
Hair Loss,-4,2
Hair Loss,-5,1
Hair Loss,-6,1
Hair Loss,-7,6
Hair Loss,-8,1
Hair Loss,-9,5
Hair Loss,-10,3
Hair Loss,-11,2
Hair Loss,-12,3
Hallucination,-3,1
Hallucination,-4,2
Hallucination,-5,1
Hallucination,-6,1
Hallucination,-9,1
Hallucination,-10,3
Hallucination,-11,4
Hallucination,-12,3
Hamburger,-4,1
Hamburger,-9,2
Hammertoe,-3,1
Hamstring,-3,1
Hamstring,-7,1
Hamstring,-8,3
Hamstring,-10,1
Hand,-1,43
Hand,-2,22
Hand,-3,39
Hand,-4,21
Hand,-5,17
Hand,-6,25
Hand,-7,33
Hand,-8,32
Hand,-9,19
Hand,-10,49
Hand,-11,55
Hand,-12,56
Hand Foot And Mouth Disease,-2,3
Hand Foot And Mouth Disease,-9,1
Hand Foot And Mouth Disease,-10,2
Hand Foot And Mouth Disease,-11,1
Hand Surgery,-4,1
Hay Fever,-5,1
Hay Fever,-7,1
Hay Fever,-9,1
Hay Fever,-12,1
Head,-1,36
Head,-2,35
Head,-3,41
Head,-4,32
Head,-5,20
Head,-6,33
Head,-7,37
Head,-8,33
Head,-9,40
Head,-10,91
Head,-11,55
Head,-12,41
Head Injury,-1,1
Head Injury,-5,1
Head Injury,-7,2
Head Injury,-10,2
Head Injury,-11,2
Head Lice,-3,2
Head Lice,-6,1
Head Lice,-7,2
Head Lice,-11,2
Head Lice,-12,2
Headache,-1,29
Headache,-2,40
Headache,-3,31
Headache,-4,12
Headache,-5,28
Headache,-6,23
Headache,-7,23
Headache,-8,38
Headache,-9,19
Headache,-10,46
Headache,-11,54
Headache,-12,26
Healing,-1,16
Healing,-2,12
Healing,-3,12
Healing,-4,8
Healing,-5,13
Healing,-6,10
Healing,-7,29
Healing,-8,16
Healing,-9,14
Healing,-10,23
Healing,-11,25
Healing,-12,26
Health Food,-2,1
Health Insurance Marketplace,-10,1
Health insurance,-1,3
Health insurance,-3,4
Health insurance,-4,1
Health insurance,-7,1
Health insurance,-8,2
Health insurance,-9,5
Health insurance,-10,5
Health insurance,-11,2
Health insurance,-12,3
Healthy Eating,-1,1
Healthy Eating,-2,2
Healthy Eating,-3,3
Healthy Eating,-4,1
Healthy Eating,-5,1
Healthy Eating,-6,1
Healthy Eating,-7,1
Healthy Eating,-8,1
Healthy Eating,-9,2
Healthy Eating,-10,5
Healthy Eating,-11,4
Healthy Eating,-12,6
Hearing Loss,-1,3
Hearing Loss,-2,1
Hearing Loss,-3,1
Hearing Loss,-4,2
Hearing Loss,-8,1
Hearing Loss,-9,2
Hearing Loss,-10,5
Hearing Loss,-11,1
Hearing Loss,-12,1
Hearing Test,-2,2
Hearing Test,-5,1
Hearing Test,-10,1
Hearing Test,-12,1
Heart,-1,24
Heart,-2,22
Heart,-3,14
Heart,-4,10
Heart,-5,12
Heart,-6,10
Heart,-7,28
Heart,-8,13
Heart,-9,18
Heart,-10,41
Heart,-11,40
Heart,-12,25
Heart Aneurysm,-4,1
Heart Attack,-1,1
Heart Attack,-3,2
Heart Attack,-4,2
Heart Attack,-5,3
Heart Attack,-6,4
Heart Attack,-7,9
Heart Attack,-9,3
Heart Attack,-10,9
Heart Attack,-11,5
Heart Attack,-12,5
Heart Block,-3,1
Heart Disease,-1,3
Heart Disease,-2,3
Heart Disease,-3,1
Heart Disease,-5,2
Heart Disease,-6,3
Heart Disease,-8,2
Heart Disease,-9,1
Heart Disease,-10,4
Heart Disease,-11,7
Heart Disease,-12,3
Heart Murmur,-1,2
Heart Murmur,-3,1
Heart Murmur,-10,1
Heart Murmur,-11,3
Heart Murmur,-12,1
Heart Rhythm Disorder,-10,1
Heart Surgery,-4,2
Heart Surgery,-5,1
Heart Surgery,-6,3
Heart Surgery,-7,2
Heart Surgery,-10,1
Heart Surgery,-11,1
Heart Valve,-1,1
Heart Valve,-4,2
Heart Valve,-5,1
Heart Valve,-11,1
Heartburn,-1,6
Heartburn,-2,2
Heartburn,-3,2
Heartburn,-4,3
Heartburn,-5,2
Heartburn,-6,4
Heartburn,-7,4
Heartburn,-8,3
Heartburn,-10,6
Heartburn,-11,3
Heartburn,-12,6
Heat Exhaustion,-6,3
Heat Intolerance,-1,1
Heat Rash,-2,1
Heat Rash,-5,3
Heat Rash,-7,1
Heat Rash,-8,1
Heat Rash,-9,1
Heat Rash,-10,1
Heat Rash,-11,2
Heat Stroke,-8,1
Heel,-1,1
Heel,-2,7
Heel,-3,3
Heel,-5,5
Heel,-6,4
Heel,-7,3
Heel,-8,1
Heel,-9,1
Heel,-10,7
Heel,-11,1
Heel,-12,7
Heel Spur,-7,1
Heel Spur,-12,1
Height,-1,12
Height,-2,7
Height,-3,8
Height,-4,9
Height,-5,6
Height,-6,4
Height,-7,2
Height,-8,3
Height,-9,1
Height,-10,3
Height,-11,15
Height,-12,7
Hemangioma,-2,1
Hemangioma,-4,1
Hemangioma,-10,1
Hematoma,-2,1
Hematoma,-8,1
Hematoma,-9,1
Hematoma,-11,2
Hematoma,-12,1
Hematospermia,-7,1
Hemmorhoid,-4,1
Hemmorhoid,-7,1
Hemmorhoid,-10,1
Hemmorhoid,-11,1
Hemmorhoid,-12,2
Hemochromatosis,-6,1
Hemochromatosis,-7,1
Hemoglobin,-3,2
Hemoglobin,-4,1
Hemoglobin,-7,2
Hemoglobin,-9,1
Hemoglobin,-11,3
Hemoglobin,-12,2
Hemorrhoid,-1,4
Hemorrhoid,-2,4
Hemorrhoid,-3,5
Hemorrhoid,-4,2
Hemorrhoid,-5,2
Hemorrhoid,-6,5
Hemorrhoid,-8,2
Hemorrhoid,-9,6
Hemorrhoid,-10,5
Hemorrhoid,-11,1
Hemorrhoid,-12,1
Hemorrhoidectomy,-12,1
Henoch-Schonlein Purpura,-12,1
Hepatitis,-1,1
Hepatitis,-2,1
Hepatitis,-3,2
Hepatitis,-4,2
Hepatitis,-5,1
Hepatitis,-9,1
Hepatitis,-10,2
Hepatitis,-11,2
Hepatitis A,-1,2
Hepatitis A,-2,1
Hepatitis A,-3,3
Hepatitis A,-9,1
Hepatitis B,-1,1
Hepatitis B,-3,1
Hepatitis B,-7,2
Hepatitis B,-9,1
Hepatitis B,-10,2
Hepatitis B,-12,1
Hepatitis C,-1,4
Hepatitis C,-2,1
Hepatitis C,-3,2
Hepatitis C,-5,2
Hepatitis C,-6,2
Hepatitis C,-7,2
Hepatitis C,-10,2
Hepatitis C,-11,2
Hepatobiliary Iminodiacetic Acid Scan,-9,1
Hepatobiliary Iminodiacetic Acid Scan,-12,1
Hepatocellular Carcinoma,-11,1
Herb,-1,1
Herb,-3,2
Herb,-5,1
Herb,-7,1
Herb,-9,1
Herb,-10,2
Herb,-11,3
Hernia,-1,6
Hernia,-2,5
Hernia,-3,8
Hernia,-4,1
Hernia,-5,4
Hernia,-6,1
Hernia,-7,5
Hernia,-8,4
Hernia,-9,3
Hernia,-10,6
Hernia,-11,9
Hernia,-12,10
Hernia Repair,-11,2
Herniated Disc,-1,2
Herniated Disc,-2,1
Herniated Disc,-3,1
Herniated Disc,-4,3
Herniated Disc,-7,1
Herniated Disc,-9,1
Herniated Disc,-10,3
Herniated Disc,-12,1
Herniated Disk,-2,1
Herniated Disk,-4,1
Herniated Disk,-7,1
Herniated Disk,-8,1
Herniated Disk,-9,1
Herniated Disk,-12,2
Herpes,-1,18
Herpes,-2,18
Herpes,-3,14
Herpes,-4,8
Herpes,-5,12
Herpes,-6,16
Herpes,-7,6
Herpes,-8,16
Herpes,-9,8
Herpes,-10,34
Herpes,-11,20
Herpes,-12,16
Herpes Simplex,-1,1
Herpes Simplex,-3,1
Herpes Simplex,-10,5
Herpetic Whitlow,-1,1
Hiatal Hernia,-1,2
Hiatal Hernia,-2,3
Hiatal Hernia,-4,1
Hiatal Hernia,-6,1
Hiatal Hernia,-7,1
Hiatal Hernia,-8,1
Hiccup,-1,1
Hiccup,-4,1
Hiccup,-10,2
Hiccup,-11,3
High Blood Pressure,-1,12
High Blood Pressure,-2,15
High Blood Pressure,-3,10
High Blood Pressure,-4,4
High Blood Pressure,-5,2
High Blood Pressure,-6,7
High Blood Pressure,-7,6
High Blood Pressure,-8,10
High Blood Pressure,-9,4
High Blood Pressure,-10,9
High Blood Pressure,-11,10
High Blood Pressure,-12,16
High Cholesterol,-2,2
High Cholesterol,-5,1
High Cholesterol,-6,3
High Cholesterol,-7,1
High Cholesterol,-8,5
High Cholesterol,-10,3
High Cholesterol,-12,1
High Protein Diet,-9,1
High-Risk Pregnancy,-6,1
High-Risk Pregnancy,-10,1
Hike,-1,2
Hike,-2,1
Hike,-4,1
Hike,-7,2
Hike,-9,1
Hike,-10,2
Hike,-11,1
Hip Pain,-2,1
Hip Pain,-4,1
Hip Pain,-5,1
Hip Pain,-7,1
Hip Pain,-9,1
Hip Pain,-10,3
Hip Pain,-11,1
Hip Replacement,-1,2
Hip Replacement,-2,1
Hip Replacement,-4,2
Hip Replacement,-5,1
Hip Replacement,-6,1
Hip Replacement,-7,1
Hip Replacement,-9,1
Hip Replacement,-12,3
Hirschsprung's Disease,-6,1
Hissing,-2,1
Histrionic Personality Disorder,-4,1
Hives,-1,5
Hives,-2,4
Hives,-3,5
Hives,-4,2
Hives,-5,4
Hives,-6,6
Hives,-7,3
Hives,-8,1
Hives,-9,3
Hives,-10,4
Hives,-11,4
Hives,-12,3
Hoarseness,-1,2
Hoarseness,-2,1
Hoarseness,-4,1
Hoarseness,-8,1
Hoarseness,-9,1
Hoarseness,-12,1
Hodgkin's Lymphoma,-7,1
Honey,-1,3
Honey,-2,1
Honey,-3,1
Honey,-4,3
Honey,-5,1
Honey,-6,1
Honey,-7,1
Honey,-8,1
Honey,-9,2
Honey,-10,4
Honey,-11,2
Honey,-12,1
Hookworm,-3,1
Hookworm,-11,1
Hormonal Therapy,-5,1
Hormone,-1,3
Hormone,-2,4
Hormone,-3,7
Hormone,-4,8
Hormone,-5,3
Hormone,-6,3
Hormone,-7,9
Hormone,-8,4
Hormone,-9,10
Hormone,-10,9
Hormone,-11,8
Hormone,-12,12
Hormone Imbalance,-5,1
Hormone Imbalance,-6,1
Hormone Imbalance,-7,1
Hormone Imbalance,-9,1
Hormone Imbalance,-10,3
Hormone Replacement Therapy,-1,2
Hormone Replacement Therapy,-2,1
Hormone Replacement Therapy,-3,2
Hormone Replacement Therapy,-5,2
Hormone Replacement Therapy,-6,2
Hormone Replacement Therapy,-7,1
Hormone Replacement Therapy,-10,1
Hormone Replacement Therapy,-12,1
Horner's Syndrome,-4,1
Hot Dog,-1,1
Hot Dog,-4,1
Hot Dog,-6,1
Hot Flash,-1,3
Hot Flash,-2,1
Hot Flash,-3,2
Hot Flash,-4,1
Hot Flash,-5,4
Hot Flash,-6,3
Hot Flash,-7,4
Hot Flash,-8,3
Hot Flash,-9,2
Hot Flash,-10,9
Hot Flash,-11,5
Hot Flash,-12,3
Human Growth Hormone,-4,1
Human Growth Hormone,-9,1
